year,mileage,tax,mpg,engineSize,price
2020,5000,145,50.4,2,32990
2020,8,150,51.4,1,13990
2020,5000,145,57.7,1.6,19850
2020,10,150,46.3,1.5,19000
2020,2500,145,43.5,1.5,22000
2020,1999,150,42.8,1.2,21990
2020,1000,145,43.5,1.5,20995
2020,1209,145,50.4,2,30490
2020,1426,145,53.3,1.5,24490
2020,1050,145,43.5,1.5,22800
2020,2500,145,52.3,1.6,22500
2020,4998,145,50.4,1,20491
2020,1050,145,51.4,1,14500
2020,6000,145,36.7,2,57995
2020,3500,145,44.1,2,29750
2020,3100,145,62.8,2,24964
2020,4998,145,51.4,1,19991
2020,4000,145,50.4,2,34500
2020,3500,150,39.2,2,35990
2020,1000,150,49.6,1.5,21980
2020,100,150,49.6,1.5,21965
2020,3000,145,44.1,2,31500
2020,15,140,201.8,1.4,29995
2020,708,145,56.5,2,23444
2020,2983,145,53.3,1.3,25644
2020,4688,145,50.4,2,31991
2020,1000,145,45.6,1.2,23999
2020,1000,140,188.3,1.4,33795
2020,1050,145,49.6,1,17000
2020,1000,145,43.5,1.5,28995
2020,800,145,44.1,1,20480
2020,2873,145,58.9,1,16490
2020,2001,145,47.9,1,19999
2020,500,145,45.6,1,20995
2020,1913,145,62.8,1.5,25495
2020,702,145,44.8,1.6,22495
2020,10,145,45.6,1,16750
2020,2000,145,53.3,1.6,20499
2020,1501,145,36.2,2,32995
2020,100,145,53.3,1.6,20990
2020,10,145,45.6,1,22901
2020,500,145,47.9,1,21995
2020,1385,145,47.1,1.3,21480
2020,1000,145,47.9,1,15390
2020,227,150,47.9,1,20995
2020,1306,145,52.3,1.6,19999
2020,2636,145,47.9,1,19250
2020,1877,145,47.9,1,19250
2020,2000,145,47.9,1,19500
2020,4186,145,32.1,2,36888
2020,4394,145,34.5,3,53990
2020,1598,145,45.6,1,20490
2020,294,150,47.9,1,18745
2020,1501,145,47.9,2,29995
2020,794,145,57.7,2,44995
2020,584,145,47.9,1,20999
2020,1501,145,48.7,2,30995
2020,1501,145,58.9,2,37995
2020,1501,145,49.6,2,33995
2020,2000,145,49.6,1,18450
2020,525,145,67.3,1.5,24495
2020,705,145,34.5,3,48850
2020,100,145,52.3,1.6,22465
2020,267,135,61.4,1.8,23500
2020,2034,145,33.2,2,37995
2020,1711,145,47.9,1,20999
2020,328,145,44.1,1.5,39995
2020,4000,145,33.2,3,53900
2020,4200,145,40.9,3,41900
2020,1000,145,34.5,3,48895
2020,100,145,53.3,1.6,19965
2020,200,145,52.3,1.2,17950
2020,1000,145,44.8,1.5,23795
2020,1500,145,32.8,3,61795
2020,1500,145,44.1,1,25895
2020,10,145,42.2,1.5,26995
2020,3000,145,47.1,2,35895
2020,2607,145,27.4,3,49995
2020,1501,145,38.7,2,29995
2020,1501,145,50.4,2,30995
2020,1501,145,54.3,2,33995
2020,1155,145,45.6,1,23500
2020,3311,145,44.8,1.5,22990
2020,2004,145,48.7,1,19250
2020,2500,145,52.3,1.6,20990
2020,1121,135,58.9,1.8,23550
2020,99,145,47.9,3,36990
2020,1500,145,45.6,1,24888
2020,1140,135,57.7,1.8,25450
2020,1501,145,42.2,3,54995
2020,1140,145,45.6,1,23990
2020,3500,145,53.3,1.6,19590
2020,3500,145,47.9,1,19990
2020,2000,150,53.3,1.6,20000
2020,1728,145,45.6,1,22000
2020,3520,135,57.7,1.8,25000
2020,2000,145,52.3,1.6,22500
2020,1000,145,53.3,1.3,25879
2020,2000,145,52.3,1.6,23500
2020,1691,150,45.6,1,23190
2020,5362,145,38.2,2,34500
2020,1501,145,50.4,2,34995
2020,420,145,47.9,1,22491
2020,2050,135,57.7,1.8,27900
2020,1501,145,34.5,3,42995
2020,1501,145,50.4,2,32995
2020,2000,150,46.3,1,19950
2020,1500,150,32.8,3,73495
2020,2000,150,47.9,1,21995
2020,2000,145,45.6,1,24995
2020,1501,145,47.9,3,35995
2020,10,145,58.9,2,28995
2020,3000,145,52.3,1.6,22750
2020,4500,145,50.4,2,36995
2020,3000,145,44.1,1.5,26990
2020,3000,145,40.4,2,31246
2020,384,145,49.6,1,24500
2020,2255,145,47.9,1,22491
2020,1500,145,43.5,1.5,31820
2020,2500,145,53.3,2,27995
2020,3000,145,22.1,4,104948
2020,3000,145,51.4,1.6,21946
2020,3000,145,39.8,1.5,26945
2020,4500,145,49.6,2,36650
2020,3000,145,39.8,2,26990
2020,657,150,48.7,1.2,16950
2020,1728,145,53.3,1.2,15750
2020,12,150,34.5,3,50000
2020,2888,150,44.8,1.5,24950
2020,110,145,44.8,2,34550
2020,101,145,42.8,2,36550
2020,2000,145,39.8,3,42900
2020,101,145,42.2,1.5,30000
2020,16388,145,64.2,2,28490
2020,101,145,50.4,2,28450
2020,1500,145,55.4,2,26500
2020,1500,145,42.2,1.5,26500
2020,2888,150,39.2,1.5,36950
2020,1500,145,33.2,3,56900
2020,4564,145,34.5,3,48750
2020,807,145,62.8,1.5,21499
2020,641,145,50.4,1.5,24799
2020,1501,145,42.8,2,29750
2020,1553,145,40.9,1.5,26500
2020,2000,145,38.2,2,38750
2020,500,135,117.7,2,43900
2020,10,150,47.9,1,21995
2020,10,145,53.3,1.6,19290
2020,399,145,47.9,1,15500
2020,2500,145,48.7,1,18690
2020,2888,150,44.8,1.5,25950
2020,500,145,42.8,1.5,22950
2020,6500,145,38.2,2,27750
2020,3000,145,34,2,38500
2020,1000,145,53.3,1.3,26519
2020,1000,145,47.9,2,30209
2020,4000,145,39.8,2,29000
2020,100,145,51.4,2,27950
2020,4999,145,40.9,2,42999
2020,110,145,38.7,2,30000
2020,1183,150,43.5,1.5,24450
2020,35,145,40.9,2,29950
2020,4000,145,40.9,2,46481
2020,1870,145,44.8,1,24450
2020,151,150,34.5,2,32972
2020,298,145,45.6,1,25395
2020,111,145,38.7,2,31350
2020,300,145,42.2,2,28950
2020,100,145,33.2,3,38950
2020,3911,145,40.4,3,44500
2020,620,145,48.7,1,15000
2020,2000,145,46.3,1,19000
2020,4000,145,56.5,2,26981
2020,2888,145,40.4,2,29950
2020,1500,145,53.3,1.6,18790
2020,5,145,47.9,1,16000
2020,893,145,47.9,2,30000
2020,1200,150,38.2,3,45000
2020,1552,150,38.2,2,36500
2020,10,150,32.8,3,72500
2020,1246,140,117.7,2,50000
2020,2800,145,45.6,1,24989
2020,2000,145,48.7,1,19491
2020,10,145,53.3,2,33995
2020,1795,145,52.3,1,15322
2020,2800,145,50.4,1.6,25989
2020,16,145,55.4,2,22980
2020,1500,150,22.1,4,109495
2020,10,145,54.3,1.2,16500
2020,99,145,52.3,1.6,23955
2020,10,145,54.3,1.2,16000
2020,489,145,52.3,1.6,22999
2020,310,150,33.2,2,33450
2020,1549,145,53.3,1.6,18999
2020,2500,145,50.4,2,31495
2020,16,145,32.8,2,49980
2020,7500,135,141.3,1.4,32495
2020,101,145,60.1,3,34750
2020,1500,135,235,1.8,27990
2020,2800,150,51.4,1.6,23989
2020,1500,145,48.7,1,18790
2020,1137,145,50.4,1,23999
2020,10,145,53.3,1.6,19990
2020,5,145,47.9,1,18900
2020,4578,145,48.7,1,13490
2020,10,145,53.3,1.6,19790
2020,10,145,47.9,1,20790
2020,4000,145,57.7,2,42991
2020,1459,135,62.8,1.8,25990
2020,4000,145,39.8,2,29991
2020,100,150,45.6,1,23995
2020,1652,150,52.3,1.6,23990
2020,4000,145,37.2,1.6,25491
2020,2500,145,48.7,1,13490
2020,3588,145,48.7,1,13749
2020,3402,145,48.7,1,13490
2020,2887,145,48.7,1,13990
2020,101,145,38.7,2,28500
2020,101,145,44.1,3,41850
2020,26,145,38.2,2,36500
2020,101,145,52.3,2,26750
2020,1501,145,54.3,1.6,28590
2020,811,145,40.9,1.5,26950
2020,1,150,52.3,1.2,20000
2020,3222,145,44.1,1.5,25790
2020,565,145,45.6,1,21999
2020,10,145,36.2,2,29450
2020,11,145,58.9,2,22950
2020,8,145,67.3,2,23450
2020,20,145,41.5,2,29950
2020,11,145,50.4,1.5,23950
2020,215,145,54.3,1.2,15690
2020,2684,150,48.7,1,19450
2020,10,145,65.7,2,26950
2020,3000,150,45.6,1,24990
2020,1551,145,42.2,1.5,25888
2020,5080,145,47.9,1,19790
2020,3273,145,44.1,1.5,27880
2020,4000,145,43.5,1.5,23888
2020,100,145,54.3,1.2,15820
2020,100,145,54.3,1.2,15820
2020,1406,145,44.1,1.5,28950
2020,100,145,54.3,1.2,15990
2020,438,145,54.3,1.2,15990
2020,627,145,54.3,1,17000
2020,100,145,54.3,1.2,15820
2020,10,145,65.7,2,20000
2020,500,145,45.6,1,21495
2020,4000,145,40.9,1.5,26888
2020,2483,145,47.9,1,14495
2020,5000,145,30.1,4,70950
2020,1000,145,57.7,2,41149
2020,1000,145,70.6,2,38399
2020,1754,150,45.6,1,20490
2020,5000,145,36.7,2,48000
2020,4000,150,47.9,1,19490
2020,5250,145,48.7,1,18990
2020,315,150,44.8,1.5,21840
2020,18,145,49.6,1.5,26950
2020,500,150,49.6,1,18500
2020,4000,145,42.2,1.5,25888
2020,4000,145,43.5,1.5,23888
2020,4000,145,42.2,1.5,25888
2020,2500,145,47.9,1,18995
2020,4616,145,45.6,1,23990
2020,1000,150,40.4,1.5,30990
2020,3600,145,45.6,1,20490
2020,4000,145,32.1,2,37444
2020,4000,145,42.2,1.5,25888
2020,500,150,40.4,1.5,30990
2020,2500,145,51.4,1.6,18990
2020,1478,145,47.9,1,22990
2020,1118,145,51.4,2,32450
2020,4589,150,56.5,1,10785
2020,992,145,53.3,1.6,19790
2020,1121,145,34,2,31000
2020,1595,145,38.7,2,31000
2020,1595,145,50.4,2,34000
2020,3291,145,33.2,3,55995
2020,3000,145,47.9,1,19000
2020,3000,145,47.9,1,18890
2020,4212,145,45.6,1,22000
2020,4569,150,56.5,1,10795
2020,10,145,39.8,2,30990
2020,4578,150,56.5,1,10400
2020,1000,145,45.6,1,22880
2020,5000,145,47.9,1,22999
2020,9,145,50.4,2,29999
2020,11,145,42.8,2,33999
2020,4,145,54.3,2,25999
2020,10,145,48.7,2,39225
2020,100,145,54.3,1.2,14990
2020,10,145,44.8,2,48155
2020,1798,145,52.3,2,32000
2020,1107,145,62.8,2,34950
2020,3882,145,53.3,1.6,17490
2020,4750,145,44.8,1.5,23950
2020,1237,145,44.1,2,44950
2020,24,145,39.8,1.5,33990
2020,3152,145,47.9,1,18999
2020,10,145,39.8,1.5,28490
2020,1910,145,48.7,1,20299
2020,445,145,45.6,1,20450
2020,650,145,53.3,1,17390
2020,613,145,31.4,2.3,33979
2020,895,150,45.6,1,20675
2020,4750,145,48.7,2,29950
2020,1000,145,42.8,2,37029
2020,69,145,45.6,1,20990
2020,1000,150,45.6,1,25990
2020,10,145,48.7,2,29950
2020,10,145,42.8,1.5,26495
2020,10,145,48.7,2,39950
2020,1501,145,42.2,1.5,26000
2020,2402,145,33.2,3,60950
2020,1006,145,47.9,1,20996
2020,100,150,45.6,1,21490
2020,10,145,50.4,2,36950
2020,1500,145,53.3,1.6,17750
2020,1000,145,35.8,2,33569
2020,6760,145,39.2,3,47000
2020,5000,145,40.9,3,44495
2020,3545,140,54.3,2,27999
2020,1610,145,47.9,1,19990
2020,1000,150,45.6,1,21980
2020,5817,145,60.1,1,22995
2020,1012,145,58.9,1,18995
2020,4000,145,50.4,2,32995
2020,1500,145,51.4,2,26995
2020,2789,145,54.3,2,37999
2020,5000,135,188.3,3,63995
2020,1593,145,50.4,2,32995
2020,10,150,60.1,1,18900
2020,7000,145,52.3,1.6,23950
2020,10,145,50.4,2,33995
2020,7500,145,33.6,3,42995
2020,197,145,48.7,2,34999
2020,2500,145,38.7,2,35995
2020,4500,145,26.7,3,74995
2020,3500,145,42.2,3,53995
2020,362,145,45.6,1,15985
2020,115,145,52.3,1.2,16749
2020,1000,145,31.4,2,34000
2020,1000,145,47.1,1.3,24579
2020,1000,145,40.9,2,37659
2020,3350,150,29.1,2.9,69890
2020,8000,145,41.5,1.5,28000
2020,3000,145,44.8,1,21746
2020,2500,150,50.4,2,34746
2020,1500,145,53.3,1.6,21495
2020,10,145,53.3,1.6,19990
2020,10,145,52.3,1.6,23990
2020,1695,145,44.8,1.6,21991
2020,2000,145,45.6,1,21642
2020,1000,145,53.3,1.3,25879
2020,691,145,47.9,1,18990
2020,500,145,37.2,1.6,29495
2020,350,150,34.5,2.3,29000
2020,60,150,51.4,1,19900
2020,3500,145,45.6,3,36995
2020,4500,145,54.3,2,37495
2020,5000,145,52.3,1.6,20990
2020,931,145,49.6,2,32495
2020,3530,145,40.9,2,30495
2020,5500,145,45.6,3,36999
2020,3000,145,39.8,2,26990
2020,10,145,46.3,1,20000
2020,1000,145,47.9,1,19490
2020,7500,135,156.9,2,42995
2020,4500,145,48.7,2,33495
2020,5000,145,45.6,1,24490
2020,2500,145,48.7,1,18500
2020,476,150,40.4,1.5,30990
2020,8215,145,34.5,2,29990
2020,6000,145,60.1,2,31995
2020,10,145,49.6,2,34995
2020,1255,145,58.9,2,32495
2020,10,145,49.6,2,34995
2020,5302,145,45.6,3,39995
2020,1250,145,48.7,2,31495
2020,789,145,49.6,2,36495
2020,14,145,52.3,1.5,22950
2020,641,145,48.7,1,18500
2020,3309,145,38.2,2,35990
2020,2649,145,31.4,2,31990
2020,6,145,49.6,2,25450
2020,9985,145,31.4,2,30990
2020,10,145,47.9,3,35450
2020,9,145,49.6,2,29950
2020,4500,145,50.4,2,33995
2020,1500,145,51.4,2,27495
2020,219,145,34.5,1.2,25295
2020,600,145,47.9,1,18980
2020,6000,145,47.9,1,22990
2020,100,145,52.3,1,16290
2020,1551,150,48.7,1,13685
2020,2396,145,49.6,1,25000
2020,843,150,48.7,1,14485
2020,442,145,47.9,1,14885
2020,905,145,34.9,2,33888
2020,17,145,65.7,2,21000
2020,23,145,62.8,2,21500
2020,7,145,65.7,2,21000
2020,2500,145,62.8,2,35995
2020,2500,145,48.7,2,32583
2020,4500,145,29.1,3,46995
2020,10,145,48.7,2,32495
2020,1217,145,58.9,2,34999
2020,10,145,42.8,2,40995
2020,2500,145,34,2,37995
2020,1000,145,40.9,1.5,28000
2020,2000,145,48.7,1,13999
2020,450,145,45.6,1,23980
2020,2000,145,46.3,1,17999
2020,1555,145,38.7,2,26890
2020,1638,145,41.5,1.5,27950
2020,2755,145,65.7,2,26950
2020,2888,150,44.8,1.5,25990
2020,2284,145,53.3,1.3,26841
2020,3452,150,33.6,3,64995
2020,1000,145,53.3,1.3,25879
2020,1112,145,48.7,1,14690
2020,1000,145,53.3,1.3,25879
2020,1000,145,53.3,1.3,25879
2020,1259,145,49.6,1,17590
2020,2500,145,42.2,1.5,27450
2020,1600,145,40.9,2,30995
2020,12201,145,47.9,1,14990
2020,2500,145,37.7,3,43990
2020,2900,145,44.8,2,40990
2020,1000,145,39.2,2,33509
2020,450,145,45.6,1,16990
2020,979,145,48.7,1,14690
2020,1364,145,33.2,3,54995
2020,1600,145,33.2,3,54950
2020,1432,145,39.8,2,27990
2020,1500,145,39.2,2,30990
2020,1550,145,53.3,1.3,27346
2020,768,145,32.8,3,62900
2020,50,145,48.7,1,14990
2020,20,150,49.6,1.6,22490
2020,4111,145,50.4,1,21995
2020,1820,145,52.3,1,17799
2020,100,135,43.5,1.4,33490
2020,10,145,36.2,2,32995
2020,363,145,50.4,1,23000
2020,2700,145,30.4,3,76469
2020,4997,145,53.3,2,25690
2020,1000,145,67.3,1.5,24729
2020,24,145,51.4,1,18995
2020,2950,260,31.4,3,46000
2020,4500,145,47.1,2,34450
2020,590,150,53.3,1.3,24298
2020,4597,145,36.2,2,35950
2020,1550,145,38.7,1.5,22980
2020,1501,145,37.7,3,51880
2020,1550,145,50.4,2,32940
2020,1688,145,43.5,1.5,28950
2020,4000,145,62.8,1.5,25000
2020,4000,145,44.1,1.3,26000
2020,4000,145,53.3,1.3,25000
2020,4000,145,55.4,2,26000
2020,3872,150,42.2,2,30995
2020,755,145,53.3,1,17999
2020,2950,145,34.9,2,32490
2020,1000,145,32.8,2.9,57569
2020,10,145,55.4,2,25931
2020,1000,145,67.3,1.5,24729
2020,3000,145,55.4,2,29628
2020,558,145,53.3,1,20000
2020,3885,145,45.6,1,17234
2020,1100,150,48.7,1.2,17495
2020,10,145,65.7,2,22000
2020,484,145,50.4,1,22500
2020,1986,145,37.2,2,39989
2020,5000,145,33.6,3,46990
2020,25,145,33.2,2,33889
2020,1175,145,62.8,2,33980
2020,25,145,65.7,2,21000
2020,3375,145,46.3,1,18231
2020,10,145,58.9,1,17800
2020,241,145,40.9,2,28800
2020,3007,145,34.5,2,32500
2020,5000,145,40.9,2,29990
2020,171,145,48.7,3,51395
2020,5000,145,39.8,1.5,27990
2020,3301,145,41.5,3,57980
2020,1550,145,53.3,2,24880
2020,5000,145,40.4,2,27900
2020,1000,145,56.5,2,28109
2020,1000,145,45.6,2,35409
2020,50,145,48.7,1,14990
2020,100,145,53.3,2,29999
2020,1550,145,28.5,1.3,26375
2020,1550,145,28.5,1.3,26325
2020,1000,145,29.5,3,57049
2020,5000,145,48.7,2,31000
2020,1000,145,54.3,2,39759
2020,1000,145,53.3,1.3,25879
2020,5000,145,39.8,2,26900
2020,1000,145,62.8,1.5,25429
2020,1142,145,33.2,3,50800
2020,1000,145,28.5,1.3,22559
2020,3378,145,55.4,2,26491
2020,2030,135,41.5,1.4,35999
2020,1776,145,52.3,2,28999
2020,1000,145,29.5,3,64359
2020,1000,145,52.3,2,27999
2020,10,145,53.3,1.2,14299
2020,2004,145,42.8,2,40411
2020,2500,150,44.1,1,21450
2020,3911,145,45.6,2,35995
2020,6840,145,39.8,1.5,29980
2020,2813,145,51.4,2,22499
2020,1000,145,40.9,3,52000
2020,100,150,22.1,4,72990
2020,15,150,50.4,2,21950
2020,10,150,42.2,1.5,20480
2020,1000,145,30.1,4,78000
2020,1000,145,39.2,2,26000
2020,1000,145,45.6,2,34500
2020,2000,145,39.2,3,48500
2020,1000,145,38.2,2,37000
2020,1550,145,53.3,2,28940
2020,1000,145,43.5,1,24000
2020,1000,145,53.3,2,31500
2020,1000,145,39.2,2,28500
2020,1000,145,42.2,2,25000
2020,4060,145,30.7,2.5,49000
2020,2184,150,44.8,2,39991
2020,1000,145,40.9,2,29000
2020,1000,145,47.1,2,28500
2020,5000,145,38.2,2,35000
2020,1000,145,47.1,2,30000
2020,1000,145,46.3,2,26000
2020,1000,145,50.4,2,38000
2020,50,145,56.5,1,9995
2020,333,145,21.4,5.2,133900
2020,1222,145,56.5,2,21600
2020,4000,145,48.7,2,29990
2020,101,145,53.3,3,35500
2020,1322,145,49.6,1,18330
2020,3000,145,47.9,1.3,26480
2020,2000,150,57.7,2,27000
2020,3611,145,47.9,1,14991
2020,1418,145,50.4,3,31503
2020,10,145,53.3,2,21480
2020,1000,150,49.6,2,26995
2020,2000,145,52.3,2,28500
2020,6,145,40.9,1.5,28895
2020,3000,145,64.2,2,29880
2020,3500,145,46.3,1,20941
2020,4288,145,51.4,1,16992
2020,1401,145,48.7,2,30210
2020,2166,145,47.1,2,31990
2020,1766,145,31.7,2,34210
2020,50,145,56.5,1,10295
2020,877,145,48.7,1,19610
2020,3500,145,52.3,1,15440
2020,1000,145,50.4,2,30000
2020,2000,145,33.6,3,58000
2020,1000,145,33.2,3,52000
2020,1000,145,28.5,1.3,22559
2020,1000,145,53.3,1.3,25879
2020,2885,145,48.7,1,14491
2020,150,145,45.6,1.3,22390
2020,400,145,36.7,2,32290
2020,800,145,28.5,1.3,24490
2020,4000,145,44.8,1.3,25600
2020,4000,145,53.3,1.3,26000
2020,3968,145,33.6,3,61980
2020,1000,145,44.1,1,21450
2020,1000,145,38.7,2,31980
2020,826,145,52.3,2,29780
2020,826,145,40.4,3,42500
2020,4158,145,65.7,1.5,27791
2020,5000,145,48.7,2,37522
2020,6142,145,36.7,2,28151
2020,10,145,36.7,2,54561
2020,10,145,40.9,1.5,26495
2020,1523,145,50.4,2,36995
2020,895,145,58.9,1,15299
2020,2500,145,45.6,2,33000
2020,480,145,39.8,2,29950
2020,78,145,47.1,2,27450
2020,2500,145,55.4,2,24490
2020,2000,145,30.7,2,38000
2020,1000,145,47.1,2,31000
2020,1000,145,39.8,3,44000
2020,100,145,52.3,1.6,26500
2020,1000,145,42.2,2,25500
2020,1000,145,42.2,2,25500
2020,5000,145,47.1,2,26500
2020,1000,145,40.9,1.5,30000
2020,7,145,52.3,1,18499
2020,4563,145,54.3,1,17298
2020,1000,145,26.4,3,47459
2020,1108,145,45.6,1.5,24990
2020,250,145,51.4,1,17998
2020,1000,145,34,3,49980
2020,1500,145,61.4,2,32980
2020,1000,145,48.7,2,34980
2020,2000,145,38.2,2,37000
2020,4623,145,43.5,2,34498
2020,1000,145,34,2,37480
2020,1000,145,57.7,1,10995
2020,1000,145,53.3,1.3,25879
2020,1381,145,41.5,2,43970
2020,2540,145,65.7,2,25453
2020,1001,145,50.4,2,32980
2020,1000,145,50.4,2,32980
2020,4065,145,57.7,2,39981
2020,1501,145,50.4,2,29995
2020,1501,145,49.6,2,31995
2020,10,145,65.7,2,27495
2020,10,145,48.7,2,27495
2020,1501,145,61.4,2,31995
2020,3000,145,39.2,2,34990
2020,1501,145,36.2,2,32995
2020,3000,145,44.8,1.5,24490
2020,915,145,53.3,1,16299
2020,1501,145,31.7,3,59995
2020,1501,145,49.6,2,28995
2020,1015,150,34.5,2,29970
2020,4004,145,35.3,2,37981
2020,4000,145,37.2,1.6,27681
2020,50,145,48.7,1,22000
2020,1500,145,53.3,1.3,26981
2020,20,145,58.9,1,17500
2020,3515,150,44.8,1.5,22970
2020,264,145,58.9,1,16199
2020,1015,145,37.7,2,29970
2020,1000,145,62.8,1.5,24889
2020,4123,145,40.9,2,42781
2020,34,145,58.9,1,17499
2020,5000,145,50.4,2,28945
2020,10,145,39.8,1.5,30999
2020,3000,145,39.8,2,33990
2020,58,145,55.4,1,21499
2020,976,145,52.3,1,14850
2020,10,145,42.2,1.5,26500
2020,1501,145,42.2,2,30995
2020,1501,145,52.3,2,30995
2020,7,145,44.8,1,21400
2020,215,145,34.5,3,51970
2020,11,145,49.6,2,34995
2020,10,140,201.8,2.5,32000
2020,3000,145,38.2,2,40945
2020,1083,145,52.3,1,19499
2020,3000,145,44.8,1,23250
2020,3000,145,44.8,1,23250
2020,3000,145,40.4,2,32990
2020,5000,145,39.8,2,31990
2020,2718,150,49.6,1,16999
2020,10,145,47.1,2,31500
2020,1248,145,48.7,1,14440
2020,1000,145,46.3,2,39309
2020,1066,145,37.2,1.6,24995
2020,1501,145,57.7,1.5,23995
2020,1000,145,57.7,2,40979
2020,1000,145,70.6,2,38399
2020,1000,145,29.1,3,53669
2020,100,150,49.6,2,35250
2020,1000,145,53.3,1.3,25879
2020,3700,145,39.2,3,43970
2020,1000,145,31.7,3,51379
2020,1000,145,35.8,2,33569
2020,1000,145,57.7,2,37249
2020,1379,150,52.3,1,15081
2020,2711,145,47.9,1,15450
2020,1000,145,44.1,2,39099
2020,1000,145,40.9,2,39989
2020,1000,145,55.4,2,26029
2020,1000,145,32.8,2.9,55489
2020,5000,145,34.5,3,48000
2020,4999,145,28.8,3,41999
2020,7500,145,39.2,3,44000
2020,3000,145,40.4,3,43000
2020,100,145,52.3,1.5,19950
2020,111,145,34.9,3,41850
2020,101,145,47.9,3,37250
2020,2500,145,32.1,2,38500
2020,101,145,47.9,2,25000
2020,7015,145,39.8,2,26970
2020,1501,145,33.6,3,69995
2020,5015,150,53.3,1.6,21970
2020,1501,145,49.6,2,29995
2020,3015,150,44.8,1,22970
2020,2015,150,40.9,2,28970
2020,5515,150,35.3,2,29970
2020,3515,150,54.3,3,28970
2020,2015,150,31.4,2,32970
2020,1015,150,40.9,1.5,29970
2020,4915,150,40.9,2,31470
2020,11,145,37.2,3,44995
2020,1501,145,38.7,2,34995
2020,100,150,26.9,3,44950
2020,999,145,32.1,2,42995
2020,5000,145,43.5,1.5,27489
2020,10,145,23.7,5,42999
2020,8,150,33.6,3,41950
2020,2500,145,54.3,2,34950
2020,100,145,47.9,3,37950
2020,4000,145,33.2,3,59500
2020,5000,145,47.1,2,29945
2020,3116,145,54.3,2,36000
2020,1501,145,33.6,3,64995
2020,15,145,47.1,2,32500
2020,7,145,65.7,2,20000
2020,751,145,40.4,2,25000
2020,1436,145,32.1,2,37000
2020,2511,145,47.9,2,28000
2020,3297,145,52.3,1.5,28655
2020,835,145,38.7,2,34360
2020,562,145,60.1,2,35040
2020,100,135,217.3,1.8,31995
2020,1000,135,176.6,2,43649
2020,16,145,65.7,2,20000
2020,1481,145,32.1,2,38000
2020,972,145,57.7,2,27490
2020,1000,145,40.9,2,37189
2020,4000,150,64.2,2,33111
2020,4000,140,1.1,1.3,30231
2020,1000,145,40.9,2,39489
2020,4001,150,32.8,2,42990
2020,25,145,65.7,2,26450
2020,1000,145,67.3,1.5,24109
2020,1000,145,67.3,1.5,24109
2020,300,145,33.2,2,32990
2020,1000,145,53.3,1.3,25879
2020,15,145,65.7,2,20000
2020,1500,145,53.3,1,16299
2020,1000,145,50.4,2,32980
2020,10,145,65.7,2,22000
2020,10,145,65.7,2,22000
2020,2250,135,64.2,1.8,26000
2020,5000,145,40.4,2,27900
2020,47,145,65.7,2,22000
2020,10,145,65.7,2,22000
2020,14000,145,40.9,2,25991
2020,160,145,49.6,2,44320
2020,1900,145,60.1,1,18999
2020,450,145,60.1,3,54845
2020,3,135,64.2,1.8,25990
2020,999,145,40.9,2,41995
2020,1000,145,53.3,1.3,25879
2020,1000,145,67.3,1.5,24409
2020,1000,145,62.8,1.5,25429
2020,1500,145,55.4,2,24419
2020,609,150,49.6,1,17199
2020,1978,150,49.6,1,16999
2020,4018,145,49.6,1,16999
2020,999,145,41.5,3,45499
2020,52,145,62.8,2,21000
2020,1000,145,53.3,1.3,25879
2020,99,145,44.8,1.6,22999
2020,1000,145,57.7,2,31790
2020,11,145,47.9,3,35995
2020,11,145,49.6,2,32995
2020,11,145,50.4,2,33995
2020,1261,145,34.5,2,32400
2020,1201,145,46.3,1.6,28900
2020,1000,145,53.3,1.3,25879
2020,1005,145,53.3,2,24496
2020,478,145,42.8,1.5,25490
2020,7,145,50.4,1,20999
2020,1016,145,57.7,2,25990
2020,1065,145,52.3,1,14990
2020,924,145,40.9,2,30900
2020,828,145,46.3,2,30900
2020,2183,145,39.8,1.5,36900
2020,1964,145,40.4,3,40900
2020,1501,145,50.4,2,34495
2020,1501,145,47.1,3,35495
2020,1501,145,58.9,2,29995
2020,10,145,60.1,2,30995
2020,1000,145,53.3,1.3,26319
2020,2462,150,58.9,1,15500
2020,2576,145,45.6,1.5,22480
2020,1000,145,52.3,2,25950
2020,42,145,39.8,1.5,27000
2020,3121,145,32.1,2,37000
2020,892,145,42.2,2,28980
2020,105,145,54.3,2,34440
2020,105,145,50.4,2,26850
2020,1000,145,53.3,1.3,25879
2020,7511,145,32.1,2,37495
2020,1000,145,53.3,1.3,25879
2020,99,145,37.2,1.6,25299
2020,549,145,46.3,1,18957
2020,1000,145,53.3,1.3,25879
2020,848,145,45.6,1,16997
2020,3182,145,33.2,3,53792
2020,3153,145,34.5,2,29000
2020,1000,145,22.1,4,138439
2020,4162,145,32.1,3,68000
2020,12,145,40.4,1.5,25999
2020,24,145,52.3,1.2,20499
2020,1210,150,44.8,1.5,24000
2020,1772,145,48.7,2,28000
2020,4000,140,1.1,1.3,30231
2020,38,145,39.2,3,49000
2020,100,145,54.3,1.2,15690
2020,100,145,54.3,1.2,15990
2020,1501,145,65.7,2,28000
2020,3999,145,30.4,3,76980
2020,100,145,54.3,1.2,14990
2020,3999,145,26.4,3,49980
2020,100,145,54.3,1.2,14990
2020,100,145,54.3,1.2,14990
2020,10,145,54.3,1.2,15295
2020,20,150,54.3,1.2,15295
